iso3,country_faostat,eppo_code,scientific_name,biological_class,distribution_status,presence_weight,regulatory_weight,production_tonnes,harvested_area_ha,host_breadth_score,geo_breadth_score,tomato_importance_score,tomato_importance_score_log,iefp_t_integrated,iefp_t_integrated_log_sensitivity,exposure_class_integrated,exposure_class_log_sensitivity
KEN,Kenya,MELGET,Meloidogyne ethiopica,nematode,X,,1.0,689141.264,30375.0,0.11678832116788321,0.029411764705882353,0.019438514610828572,0.7458131800213421,,,sem_dados,sem_dados
MOZ,Mozambique,MELGET,Meloidogyne ethiopica,nematode,X,,1.0,1219165.116,51855.6,0.11678832116788321,0.029411764705882353,0.03353158140462878,0.780943515590512,,,sem_dados,sem_dados
PER,Peru,MELGET,Meloidogyne ethiopica,nematode,X,,1.0,230072.7,5347.0,0.11678832116788321,0.029411764705882353,0.004304953752739774,0.6527879810912316,,,sem_dados,sem_dados
TZA,United Republic of Tanzania,MELGET,Meloidogyne ethiopica,nematode,X,,1.0,548753.962,41954.2,0.11678832116788321,0.029411764705882353,0.023575535808012034,0.7510728906724162,,,sem_dados,sem_dados
ZAF,South Africa,MELGET,Meloidogyne ethiopica,nematode,X,,1.0,528746.0,8089.2,0.11678832116788321,0.029411764705882353,0.007979862179934807,0.690865692514198,,,sem_dados,sem_dados
ZWE,Zimbabwe,MELGET,Meloidogyne ethiopica,nematode,X,,1.0,419308.862,17501.8,0.11678832116788321,0.029411764705882353,0.011380818114783437,0.7121438137150662,,,sem_dados,sem_dados
BOL,Bolivia (Plurinational State of),MELGEX,Meloidogyne exigua,nematode,X,,1.0,81150.204,5137.2,0.011470281543274244,0.16176470588235295,0.003000098732249558,0.6222988267016594,,,sem_dados,sem_dados
GLP,,MELGEX,Meloidogyne exigua,nematode,X,,1.0,,,0.011470281543274244,0.16176470588235295,,,,,sem_dados,sem_dados
GUF,,MELGEX,Meloidogyne exigua,nematode,A,1.0,1.0,,,0.011470281543274244,0.16176470588235295,,,,,sem_dados,sem_dados
MTQ,,MELGEX,Meloidogyne exigua,nematode,A,1.0,1.0,,,0.011470281543274244,0.16176470588235295,,,,,sem_dados,sem_dados
NIC,Nicaragua,MELGEX,Meloidogyne exigua,nematode,X,,1.0,84830.265,1650.0,0.011470281543274244,0.16176470588235295,0.0014407678989718582,0.5827204237188854,,,sem_dados,sem_dados
PRI,Puerto Rico,MELGEX,Meloidogyne exigua,nematode,X,,1.0,19674.174,338.4,0.011470281543274244,0.16176470588235295,0.0003139715007439651,0.4851119869334218,,,sem_dados,sem_dados
TTO,Trinidad and Tobago,MELGEX,Meloidogyne exigua,nematode,X,,1.0,2013.096,161.4,0.011470281543274244,0.16176470588235295,8.990065106687912e-05,0.3950752783277247,,,sem_dados,sem_dados
TUR,Türkiye,MELGEX,Meloidogyne exigua,nematode,X,,1.0,13443254.6,169401.4,0.011470281543274244,0.16176470588235295,0.1863594388651923,0.8904148484451926,,,sem_dados,sem_dados
VEN,Venezuela (Bolivarian Republic of),MELGEX,Meloidogyne exigua,nematode,X,,1.0,185255.81800000003,8499.0,0.011470281543274244,0.16176470588235295,0.005377495766512348,0.6634053742493873,,,sem_dados,sem_dados
IDN,Indonesia,MELGFA,Meloidogyne fallax,nematode,X,,1.0,1132943.058,60064.8,0.02502606882168926,0.14705882352941177,0.036572620248232206,0.7841819390840926,,,sem_dados,sem_dados
NZL,New Zealand,MELGFA,Meloidogyne fallax,nematode,X,,1.0,51398.490000000005,435.8,0.02502606882168926,0.14705882352941177,0.0006159592522206266,0.5209516887518878,,,sem_dados,sem_dados
ZAF,South Africa,MELGFA,Meloidogyne fallax,nematode,X,,1.0,528746.0,8089.2,0.02502606882168926,0.14705882352941177,0.007979862179934807,0.690865692514198,,,sem_dados,sem_dados
COL,Colombia,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,871160.9820000001,17423.2,0.1616266944734098,0.11764705882352941,0.015014015108399876,0.7323663239676623,,,sem_dados,sem_dados
ECU,Ecuador,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,50460.75199999999,1770.2,0.1616266944734098,0.11764705882352941,0.0012164675691113752,0.5707660691615649,,,sem_dados,sem_dados
HTI,Haiti,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,2302.718,150.2,0.1616266944734098,0.11764705882352941,8.714822018451718e-05,0.3962517440430956,,,sem_dados,sem_dados
IDN,Indonesia,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,1132943.058,60064.8,0.1616266944734098,0.11764705882352941,0.036572620248232206,0.7841819390840926,,,sem_dados,sem_dados
KHM,,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,,,0.1616266944734098,0.11764705882352941,,,,,sem_dados,sem_dados
LAO,,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,,,0.1616266944734098,0.11764705882352941,,,,,sem_dados,sem_dados
LKA,Sri Lanka,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,84581.76,5953.0,0.1616266944734098,0.11764705882352941,0.0033997452498622256,0.6287509993350213,,,sem_dados,sem_dados
MMR,,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,,,0.1616266944734098,0.11764705882352941,,,,,sem_dados,sem_dados
MYS,Malaysia,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,204223.694,2178.0,0.1616266944734098,0.11764705882352941,0.002650860809253642,0.6171877050392012,,,sem_dados,sem_dados
NPL,,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,,,0.1616266944734098,0.11764705882352941,,,,,sem_dados,sem_dados
PAK,Pakistan,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,749874.0,65728.4,0.1616266944734098,0.11764705882352941,0.03604317614739318,0.7759171895613628,,,sem_dados,sem_dados
PHL,Philippines,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,218742.69,15548.2,0.1616266944734098,0.11764705882352941,0.008861921444580296,0.6897491081654186,,,sem_dados,sem_dados
THA,Thailand,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,135453.0,6287.6,0.1616266944734098,0.11764705882352941,0.0039653036402876,0.6438439965429064,,,sem_dados,sem_dados
VNM,,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,,,0.1616266944734098,0.11764705882352941,,,,,sem_dados,sem_dados
ZAF,South Africa,MELGGC,Meloidogyne graminicola,nematode,X,,1.0,528746.0,8089.2,0.1616266944734098,0.11764705882352941,0.007979862179934807,0.690865692514198,,,sem_dados,sem_dados
BRA,Brazil,MELGLC,Meloidogyne luci,nematode,X,,1.0,3965727.4,55568.2,0.06986444212721585,0.08823529411764706,0.05752546687540899,0.8163111427765115,,,sem_dados,sem_dados
CHL,Chile,MELGLC,Meloidogyne luci,nematode,X,,1.0,818021.918,11961.6,0.06986444212721585,0.08823529411764706,0.012093527483006515,0.7170919241590523,,,sem_dados,sem_dados
ETH,Ethiopia,MELGLC,Meloidogyne luci,nematode,X,,1.0,105313.66,12624.2,0.06986444212721585,0.08823529411764706,0.006608336203019409,0.6618834206635049,,,sem_dados,sem_dados
GTM,Guatemala,MELGLC,Meloidogyne luci,nematode,X,,1.0,441943.272,8560.2,0.06986444212721585,0.08823529411764706,0.007489675890215287,0.6879008725320606,,,sem_dados,sem_dados
IRN,Iran (Islamic Republic of),MELGLC,Meloidogyne luci,nematode,X,,1.0,3544692.5880000005,79149.6,0.06986444212721585,0.08823529411764706,0.06485337593297263,0.8258985993944279,,,sem_dados,sem_dados
JPN,Japan,MELGMA,Meloidogyne mali,nematode,X,,1.0,696620.0,11100.0,0.049009384775808136,0.07352941176470588,0.010715095064102752,0.7099262255883962,,,sem_dados,sem_dados
KOR,Republic of Korea,MELGMA,Meloidogyne mali,nematode,X,,1.0,350035.234,5630.2,0.049009384775808136,0.07352941176470588,0.0054081056891209095,0.6663413055120093,,,sem_dados,sem_dados
ARG,Argentina,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,1358764.696,18934.2,0.1710114702815433,0.25,0.019661937649036645,0.7477475498407059,,,sem_dados,sem_dados
BEN,Benin,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,272327.836,39405.8,0.1710114702815433,0.25,0.02016959332737183,0.7292881834911371,,,sem_dados,sem_dados
BFA,Burkina Faso,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,302366.626,17676.0,0.1710114702815433,0.25,0.010510640584535944,0.7033849257612947,,,sem_dados,sem_dados
CHN,China,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,123061709.666,2190435.4,0.1710114702815433,0.25,1.0,1.0,,,sem_dados,sem_dados
CIV,Côte d'Ivoire,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,51171.96,4908.4,0.1710114702815433,0.25,0.002652406413850161,0.6078070036272727,,,sem_dados,sem_dados
COD,Democratic Republic of the Congo,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,50942.748,6722.8,0.1710114702815433,0.25,0.003477417101289573,0.6189881786966173,,,sem_dados,sem_dados
COG,Congo,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,3893.3059999999996,824.0,0.1710114702815433,0.25,0.0004071328701419893,0.471886190863096,,,sem_dados,sem_dados
CRI,Costa Rica,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,57130.02,1091.2,0.1710114702815433,0.25,0.0009611827641997228,0.5568460303009553,,,sem_dados,sem_dados
GLP,,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,,,0.1710114702815433,0.25,,,,,sem_dados,sem_dados
GMB,,MELGMY,Meloidogyne enterolobii,nematode,K,0.0,1.0,,,0.1710114702815433,0.25,,,,,sem_dados,sem_dados
GTM,Guatemala,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,441943.272,8560.2,0.1710114702815433,0.25,0.007489675890215287,0.6879008725320606,,,sem_dados,sem_dados
MOZ,Mozambique,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,1219165.116,51855.6,0.1710114702815433,0.25,0.03353158140462878,0.780943515590512,,,sem_dados,sem_dados
MTQ,,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,,,0.1710114702815433,0.25,,,,,sem_dados,sem_dados
MWI,Malawi,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,705687.922,28190.6,0.1710114702815433,0.25,0.018577381633911143,0.7437917165283847,,,sem_dados,sem_dados
SAU,Saudi Arabia,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,650524.858,15228.6,0.1710114702815433,0.25,0.012222321092623693,0.7193853185888273,,,sem_dados,sem_dados
TGO,Togo,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,5185.994000000001,1220.6,0.1710114702815433,0.25,0.0005983709386509334,0.49398843926071456,,,sem_dados,sem_dados
THA,Thailand,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,135453.0,6287.6,0.1710114702815433,0.25,0.0039653036402876,0.6438439965429064,,,sem_dados,sem_dados
TTO,Trinidad and Tobago,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,2013.096,161.4,0.1710114702815433,0.25,8.990065106687912e-05,0.3950752783277247,,,sem_dados,sem_dados
TWN,"China, Taiwan Province of",MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,91694.562,3855.8,0.1710114702815433,0.25,0.00250174925572971,0.6153915203295057,,,sem_dados,sem_dados
VEN,Venezuela (Bolivarian Republic of),MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,185255.81800000003,8499.0,0.1710114702815433,0.25,0.005377495766512348,0.6634053742493873,,,sem_dados,sem_dados
VNM,,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,,,0.1710114702815433,0.25,,,,,sem_dados,sem_dados
ZAF,South Africa,MELGMY,Meloidogyne enterolobii,nematode,X,,1.0,528746.0,8089.2,0.1710114702815433,0.25,0.007979862179934807,0.690865692514198,,,sem_dados,sem_dados
ARG,Argentina,NEOLEL,,,X,,0.75,1358764.696,18934.2,1.0,0.0,0.019661937649036645,0.7477475498407059,,,sem_dados,sem_dados
BOL,Bolivia (Plurinational State of),NEOLEL,,,X,,0.75,81150.204,5137.2,1.0,0.0,0.003000098732249558,0.6222988267016594,,,sem_dados,sem_dados
BRA,Brazil,NEOLEL,,,X,,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,,,sem_dados,sem_dados
CRI,Costa Rica,NEOLEL,,,X,,0.75,57130.02,1091.2,1.0,0.0,0.0009611827641997228,0.5568460303009553,,,sem_dados,sem_dados
CUB,Cuba,NEOLEL,,,X,,0.75,249144.22000000003,32296.4,1.0,0.0,0.016741394793142572,0.719655523875316,,,sem_dados,sem_dados
GUF,,NEOLEL,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
HND,Honduras,NEOLEL,,,X,,0.75,75031.92199999999,985.0,1.0,0.0,0.0010581470803517812,0.5607673685646611,,,sem_dados,sem_dados
MEX,Mexico,NEOLEL,,,X,,0.75,4263483.324,88381.8,1.0,0.0,0.07489728856849498,0.8350118884549125,,,sem_dados,sem_dados
PRY,Paraguay,NEOLEL,,,X,,0.75,50436.65,1491.0,1.0,0.0,0.0010890327591740086,0.564585904215279,,,sem_dados,sem_dados
SUR,Suriname,NEOLEL,,,X,,0.75,650.8979999999999,44.2,1.0,0.0,2.542841311131397e-05,0.31764998893956636,,,sem_dados,sem_dados
URY,Uruguay,NEOLEL,,,X,,0.75,36344.608,467.4,1.0,0.0,0.0005081234520700786,0.5138017075962088,,,sem_dados,sem_dados
VEN,Venezuela (Bolivarian Republic of),NEOLEL,,,X,,0.75,185255.81800000003,8499.0,1.0,0.0,0.005377495766512348,0.6634053742493873,,,sem_dados,sem_dados
BMU,,OPOGSC,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
BRB,Barbados,OPOGSC,,,X,,0.75,738.87,40.0,1.0,0.0,2.42286861871648e-05,0.3176728451337558,,,sem_dados,sem_dados
CPV,Cabo Verde,OPOGSC,,,X,,0.75,10836.583999999999,492.4,1.0,0.0,0.00031239272774095846,0.48193810240586155,,,sem_dados,sem_dados
GLP,,OPOGSC,,,C,1.0,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
HND,Honduras,OPOGSC,,,X,,0.75,75031.92199999999,985.0,1.0,0.0,0.0010581470803517812,0.5607673685646611,,,sem_dados,sem_dados
MAR,Morocco,OPOGSC,,,X,,0.75,1445713.48,15120.2,1.0,0.0,0.01862981305497177,0.7413906492241313,,,sem_dados,sem_dados
MDG,Madagascar,OPOGSC,,,X,,0.75,40901.966,4917.6,1.0,0.0,0.0025732072560919242,0.6016295708368411,,,sem_dados,sem_dados
MUS,Mauritius,OPOGSC,,,X,,0.75,15044.439999999999,597.4,1.0,0.0,0.0003944116949924845,0.4980195140048312,,,sem_dados,sem_dados
NGA,Nigeria,OPOGSC,,,X,,0.75,3607373.3439999996,910056.4,1.0,0.0,0.4440293742929905,0.9141826086043019,,,sem_dados,sem_dados
PER,Peru,OPOGSC,,,X,,0.75,230072.7,5347.0,1.0,0.0,0.004304953752739774,0.6527879810912316,,,sem_dados,sem_dados
REU,,OPOGSC,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
SHN,,OPOGSC,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
SYC,Seychelles,OPOGSC,,,X,,0.75,450.264,68.6,1.0,0.0,3.4919024497243964e-05,0.32291418251146997,,,sem_dados,sem_dados
VEN,Venezuela (Bolivarian Republic of),OPOGSC,,,X,,0.75,185255.81800000003,8499.0,1.0,0.0,0.005377495766512348,0.6634053742493873,,,sem_dados,sem_dados
ZAF,South Africa,OPOGSC,,,X,,0.75,528746.0,8089.2,1.0,0.0,0.007979862179934807,0.690865692514198,,,sem_dados,sem_dados
COL,Colombia,PARZCO,,,X,,0.75,871160.9820000001,17423.2,1.0,0.0,0.015014015108399876,0.7323663239676623,,,sem_dados,sem_dados
HND,Honduras,PARZCO,,,X,,0.75,75031.92199999999,985.0,1.0,0.0,0.0010581470803517812,0.5607673685646611,,,sem_dados,sem_dados
NFK,,PARZCO,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
NIC,Nicaragua,PARZCO,,,X,,0.75,84830.265,1650.0,1.0,0.0,0.0014407678989718582,0.5827204237188854,,,sem_dados,sem_dados
SLV,El Salvador,PARZCO,,,X,,0.75,22799.872,427.2,1.0,0.0,0.00037982061320611913,0.497577400365802,,,sem_dados,sem_dados
PER,Peru,PBRSV0,Nepovirus solani,virus,X,,1.0,230072.7,5347.0,0.05213764337851929,0.0,0.004304953752739774,0.6527879810912316,,,sem_dados,sem_dados
TUR,Türkiye,PCFVD0,Pospiviroid parvicapsici,viroid,X,,1.0,13443254.6,169401.4,0.018769551616266946,0.04411764705882353,0.1863594388651923,0.8904148484451926,,,sem_dados,sem_dados
VNM,,PCFVD0,Pospiviroid parvicapsici,viroid,K,0.0,1.0,,,0.018769551616266946,0.04411764705882353,,,,,sem_dados,sem_dados
ARG,Argentina,PDMV00,Potato deforming mosaic virus (Argentina),virus,X,,1.0,1358764.696,18934.2,0.005213764337851929,0.0,0.019661937649036645,0.7477475498407059,,,sem_dados,sem_dados
GTM,Guatemala,PEPGMV,Begomovirus capsicummusivi,virus,X,,1.0,441943.272,8560.2,0.005213764337851929,0.04411764705882353,0.007489675890215287,0.6879008725320606,,,sem_dados,sem_dados
HND,Honduras,PEPGMV,Begomovirus capsicummusivi,virus,X,,1.0,75031.92199999999,985.0,0.005213764337851929,0.04411764705882353,0.0010581470803517812,0.5607673685646611,,,sem_dados,sem_dados
NIC,Nicaragua,PEPGMV,Begomovirus capsicummusivi,virus,X,,1.0,84830.265,1650.0,0.005213764337851929,0.04411764705882353,0.0014407678989718582,0.5827204237188854,,,sem_dados,sem_dados
MEX,Mexico,PEPMTV,Pepper mild tigré virus,virus,X,,1.0,4263483.324,88381.8,0.0020855057351407717,0.014705882352941176,0.07489728856849498,0.8350118884549125,,,sem_dados,sem_dados
EGY,Egypt,PEPMV0,Potexvirus pepini,virus,X,,1.0,6777502.452,161718.6,0.08446298227320125,0.4411764705882353,0.12873259379045981,0.8696540714085086,,,sem_dados,sem_dados
IRQ,Iraq,PEPMV0,Potexvirus pepini,virus,X,,1.0,625424.0,27808.6,0.08446298227320125,0.4411764705882353,0.017751554618631715,0.7399352779849104,,,sem_dados,sem_dados
KOR,Republic of Korea,PEPMV0,Potexvirus pepini,virus,X,,1.0,350035.234,5630.2,0.08446298227320125,0.4411764705882353,0.0054081056891209095,0.6663413055120093,,,sem_dados,sem_dados
NLD,Netherlands (Kingdom of the),PEPMV0,Potexvirus pepini,virus,X,,1.0,822896.0,1808.0,0.08446298227320125,0.4411764705882353,0.007505830597178603,0.6493476835840162,,,sem_dados,sem_dados
SAU,Saudi Arabia,PEPMV0,Potexvirus pepini,virus,X,,1.0,650524.858,15228.6,0.08446298227320125,0.4411764705882353,0.012222321092623693,0.7193853185888273,,,sem_dados,sem_dados
UKR,Ukraine,PEPMV0,Potexvirus pepini,virus,X,,1.0,1821342.0,63860.0,0.08446298227320125,0.4411764705882353,0.04389196287620602,0.7996193628072672,,,sem_dados,sem_dados
BRA,Brazil,PEPRSV,Tobravirus capsici,virus,X,,0.75,3965727.4,55568.2,0.008342022940563087,0.014705882352941176,0.05752546687540899,0.8163111427765115,,,sem_dados,sem_dados
ABW,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
AIA,,PHENHI,,,K,0.0,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
ARE,United Arab Emirates,PHENHI,,,X,,0.75,77269.254,912.2,1.0,0.0,0.0010431371489880972,0.5588290464187533,,,sem_dados,sem_dados
ATG,Antigua and Barbuda,PHENHI,,,X,,0.75,72.664,14.0,1.0,0.0,6.9702123765887885e-06,0.2172127551829398,,,sem_dados,sem_dados
AUS,Australia,PHENHI,,,X,,0.75,394038.08999999997,4957.8,1.0,0.0,0.005458975598597841,0.665070990288016,,,sem_dados,sem_dados
BEN,Benin,PHENHI,,,X,,0.75,272327.836,39405.8,1.0,0.0,0.02016959332737183,0.7292881834911371,,,sem_dados,sem_dados
BFA,Burkina Faso,PHENHI,,,X,,0.75,302366.626,17676.0,1.0,0.0,0.010510640584535944,0.7033849257612947,,,sem_dados,sem_dados
BGD,Bangladesh,PHENHI,,,X,,0.75,453260.0,29974.4,1.0,0.0,0.017340605839786992,0.7336559317921919,,,sem_dados,sem_dados
BHS,Bahamas,PHENHI,,,X,,0.75,7583.754000000001,139.4,1.0,0.0,0.00012510811845505452,0.42680649701021367,,,sem_dados,sem_dados
BLZ,Belize,PHENHI,,,X,,0.75,1341.0,60.4,1.0,0.0,3.841479230708274e-05,0.3487900529803205,,,sem_dados,sem_dados
BRB,Barbados,PHENHI,,,X,,0.75,738.87,40.0,1.0,0.0,2.42286861871648e-05,0.3176728451337558,,,sem_dados,sem_dados
BRN,Brunei Darussalam,PHENHI,,,X,,0.75,141.13400000000001,12.0,1.0,0.0,6.614730544647796e-06,0.23039075533764505,,,sem_dados,sem_dados
CAF,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
CIV,Côte d'Ivoire,PHENHI,,,X,,0.75,51171.96,4908.4,1.0,0.0,0.002652406413850161,0.6078070036272727,,,sem_dados,sem_dados
CMR,Cameroon,PHENHI,,,X,,0.75,1198229.508,64224.0,1.0,0.0,0.03899820462989998,0.7881507139988142,,,sem_dados,sem_dados
COD,Democratic Republic of the Congo,PHENHI,,,X,,0.75,50942.748,6722.8,1.0,0.0,0.003477417101289573,0.6189881786966173,,,sem_dados,sem_dados
COG,Congo,PHENHI,,,X,,0.75,3893.3059999999996,824.0,1.0,0.0,0.0004071328701419893,0.471886190863096,,,sem_dados,sem_dados
CUB,Cuba,PHENHI,,,X,,0.75,249144.22000000003,32296.4,1.0,0.0,0.016741394793142572,0.719655523875316,,,sem_dados,sem_dados
CYM,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
DMA,Dominica,PHENHI,,,X,,0.75,426.742,35.2,1.0,0.0,1.9506730314345287e-05,0.29792117130217466,,,sem_dados,sem_dados
EGY,Egypt,PHENHI,,,X,,0.75,6777502.452,161718.6,1.0,0.0,0.12873259379045981,0.8696540714085086,,,sem_dados,sem_dados
FJI,Fiji,PHENHI,,,X,,0.75,2325.482,231.6,1.0,0.0,0.00012442927684379524,0.41201010552802964,,,sem_dados,sem_dados
FSM,,PHENHI,,,B,1.0,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
GAB,Gabon,PHENHI,,,X,,0.75,346.068,41.0,1.0,0.0,2.14948805557759e-05,0.2974373879893997,,,sem_dados,sem_dados
GLP,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
GMB,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
GRC,Greece,PHENHI,,,X,,0.75,821918.0,11810.0,1.0,0.0,0.012056075197990263,0.7167658836049522,,,sem_dados,sem_dados
GUF,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
GUM,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
HTI,Haiti,PHENHI,,,X,,0.75,2302.718,150.2,1.0,0.0,8.714822018451718e-05,0.3962517440430956,,,sem_dados,sem_dados
IRN,Iran (Islamic Republic of),PHENHI,,,X,,0.75,3544692.5880000005,79149.6,1.0,0.0,0.06485337593297263,0.8258985993944279,,,sem_dados,sem_dados
IRQ,Iraq,PHENHI,,,X,,0.75,625424.0,27808.6,1.0,0.0,0.017751554618631715,0.7399352779849104,,,sem_dados,sem_dados
JOR,Jordan,PHENHI,,,X,,0.75,610163.782,8336.8,1.0,0.0,0.008753808713405017,0.6959419844030481,,,sem_dados,sem_dados
KEN,Kenya,PHENHI,,,X,,0.75,689141.264,30375.0,1.0,0.0,0.019438514610828572,0.7458131800213421,,,sem_dados,sem_dados
KHM,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
KNA,Saint Kitts and Nevis,PHENHI,,,X,,0.75,133.71800000000002,11.4,1.0,0.0,6.281076518943806e-06,0.22719817209622245,,,sem_dados,sem_dados
LAO,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
LBN,Lebanon,PHENHI,,,X,,0.75,222778.4,5398.2,1.0,0.0,0.0042690576378172,0.6522323787834686,,,sem_dados,sem_dados
LBR,Liberia,PHENHI,,,X,,0.75,3559.9,269.8,1.0,0.0,0.00015186147921324316,0.4293427716361542,,,sem_dados,sem_dados
LCA,Saint Lucia,PHENHI,,,X,,0.75,244.51399999999998,12.2,1.0,0.0,7.545316590433222e-06,0.2461768514625325,,,sem_dados,sem_dados
LKA,Sri Lanka,PHENHI,,,X,,0.75,84581.76,5953.0,1.0,0.0,0.0033997452498622256,0.6287509993350213,,,sem_dados,sem_dados
MDV,Maldives,PHENHI,,,X,,0.75,233.42600000000002,14.2,1.0,0.0,8.366737463001426e-06,0.24996030262711166,,,sem_dados,sem_dados
MMR,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
MNP,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
MSR,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
MTQ,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
MYS,Malaysia,PHENHI,,,X,,0.75,204223.694,2178.0,1.0,0.0,0.002650860809253642,0.6171877050392012,,,sem_dados,sem_dados
NCL,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
NER,Niger,PHENHI,,,X,,0.75,511910.412,18771.0,1.0,0.0,0.012711147457465674,0.720223167966707,,,sem_dados,sem_dados
NGA,Nigeria,PHENHI,,,X,,0.75,3607373.3439999996,910056.4,1.0,0.0,0.4440293742929905,0.9141826086043019,,,sem_dados,sem_dados
NPL,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
OMN,Oman,PHENHI,,,X,,0.75,277596.8,3196.4,1.0,0.0,0.0037107596813009446,0.6395304821824962,,,sem_dados,sem_dados
PAK,Pakistan,PHENHI,,,X,,0.75,749874.0,65728.4,1.0,0.0,0.03604317614739318,0.7759171895613628,,,sem_dados,sem_dados
PHL,Philippines,PHENHI,,,X,,0.75,218742.69,15548.2,1.0,0.0,0.008861921444580296,0.6897491081654186,,,sem_dados,sem_dados
PLW,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
PNG,Papua New Guinea,PHENHI,,,X,,0.75,547.42,134.4,1.0,0.0,6.569479241251364e-05,0.3522735002853222,,,sem_dados,sem_dados
PRI,Puerto Rico,PHENHI,,,X,,0.75,19674.174,338.4,1.0,0.0,0.0003139715007439651,0.4851119869334218,,,sem_dados,sem_dados
REU,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
SAU,Saudi Arabia,PHENHI,,,X,,0.75,650524.858,15228.6,1.0,0.0,0.012222321092623693,0.7193853185888273,,,sem_dados,sem_dados
SDN,Sudan,PHENHI,,,X,,0.75,644707.384,47358.2,1.0,0.0,0.026817424030793686,0.7599208448279896,,,sem_dados,sem_dados
SEN,Senegal,PHENHI,,,X,,0.75,150450.6,8160.2,1.0,0.0,0.004940478635675905,0.6561418180192709,,,sem_dados,sem_dados
SGP,Singapore,PHENHI,,,X,,0.75,15.989999999999998,1.8,1.0,0.0,9.501474224076184e-07,0.11598046232171114,,,sem_dados,sem_dados
SLB,,PHENHI,,,X,,0.75,,,1.0,0.0,,,,,sem_dados,sem_dados
SOM,Somalia,PHENHI,,,X,,0.75,7234.0,4793.0,1.0,0.0,0.0022430413749096275,0.5524162131241659,,,sem_dados,sem_dados
