iso3,country_faostat,fao_item_name,harvested_area_ha,production_tonnes,yield_value,crop_importance_score_production,crop_importance_score_area,tomato_importance_score,crop_importance_score_production_log,crop_importance_score_area_log,tomato_importance_score_log
SWE,Sweden,Tomatoes,44.0,17480.0,401830.0,0.00028387349448132305,4.010401523223415e-05,0.0001619887548567786,0.5446577703262827,0.273698663008985,0.4091782166676339
SWZ,Eswatini,Tomatoes,414.2,5461.096,13186.0,8.868766620240134e-05,0.000377524616117986,0.00023310614116019368,0.47979964674349673,0.43346728186794625,0.4566334643057215
SYC,Seychelles,Tomatoes,68.6,450.264,6558.539999999999,7.312243427868333e-06,6.25258055666196e-05,3.4919024497243964e-05,0.3407740050255502,0.3050543599973898,0.32291418251146997
SYR,Syrian Arab Republic,Tomatoes,13918.8,742004.38,53529.7,0.012050078734041621,0.012686358345782288,0.012368218539911956,0.753638861822207,0.6860018306066569,0.7198203462144319
TGO,Togo,Tomatoes,1220.6,5185.994000000001,4249.42,8.422003656402601e-05,0.0011125218407378409,0.0005983709386509334,0.47691835480130135,0.5110585237201277,0.49398843926071456
THA,Thailand,Tomatoes,6287.6,135453.0,21621.8,0.002199743503888939,0.0057308637766862605,0.0039653036402876,0.6588159426580352,0.6288720504277776,0.6438439965429064
TJK,Tajikistan,Tomatoes,15604.0,459279.77999999997,29432.78,0.007458658815401216,0.014222342129176856,0.010840500472289035,0.7268937544928952,0.6942184859788949,0.710556120235895
TKM,Turkmenistan,Tomatoes,10323.6,351732.70599999995,34076.06,0.005712104826978937,0.009409495719352103,0.007560800273165519,0.7120191766465911,0.6645193698708208,0.6882692732587059
TLS,Timor-Leste,Tomatoes,112.6,596.55,5299.16,9.687913794784512e-06,0.00010262982079885375,5.6158867296819134e-05,0.35642903652148467,0.34027948408780434,0.3483542603046445
TON,Tonga,Tomatoes,27.0,873.542,32140.659999999996,1.4186236848753085e-05,2.46092820743255e-05,1.9397759461539292e-05,0.37766380021566626,0.2395851803931509,0.3086244903044086
TTO,Trinidad and Tobago,Tomatoes,161.4,2013.096,13267.9,3.269248262279025e-05,0.000147108819510968,8.990065106687912e-05,0.4241755628531059,0.3659749938023435,0.3950752783277247
TUN,Tunisia,Tomatoes,22036.6,1347012.7859999998,61192.780000000006,0.02187535621698184,0.02008536686515116,0.0209803615410665,0.7868846104986209,0.7190353636578606,0.7529599870782407
TUR,Türkiye,Tomatoes,169401.4,13443254.6,79400.68000000001,0.21831714304943484,0.15440173468094975,0.1863594388651923,0.9151525499277539,0.8656771469626312,0.8904148484451926
TWN,"China, Taiwan Province of",Tomatoes,3855.8,91694.562,23761.559999999998,0.0014891107402674106,0.00351438777119201,0.00250174925572971,0.637062899180248,0.5937201414787633,0.6153915203295057
TZA,United Republic of Tanzania,Tomatoes,41954.2,548753.962,13075.2,0.00891171080111048,0.03823936081491359,0.023575535808012034,0.7368175001227091,0.7653282812221234,0.7510728906724162
UGA,Uganda,Tomatoes,6670.4,39194.72,5875.780000000001,0.0006365184285822084,0.006079768709206697,0.003358143568894453,0.589676850977647,0.6331207064602673,0.6113987787189572
UKR,Ukraine,Tomatoes,63860.0,1821342.0,28105.120000000003,0.029578416372174024,0.05820550938023802,0.04389196287620602,0.8037048304580471,0.7955338951564872,0.7996193628072672
URY,Uruguay,Tomatoes,467.4,36344.608,77767.22,0.0005902328877868335,0.00042601401635332365,0.0005081234520700786,0.5854677156822722,0.4421356995101454,0.5138017075962088
USA,United States of America,Tomatoes,112002.0,10932903.8,97565.98000000001,0.1775492909916554,0.10208477077365202,0.1398170308826537,0.9036280809800535,0.835928469203883,0.8697782750919683
UZB,Uzbekistan,Tomatoes,63097.4,2167193.612,34357.520000000004,0.03519501280640965,0.05751043387987207,0.04635272334314086,0.8133982613411105,0.7946701304361358,0.8040341958886231
VEN,Venezuela (Bolivarian Republic of),Tomatoes,8499.0,185255.81800000003,21828.96,0.0030085364089620136,0.007746455124062682,0.005377495766512348,0.6762732662278463,0.6505374822709281,0.6634053742493873
VUT,Vanuatu,Tomatoes,50.0,500.6666666666667,10013.333333333334,8.130777816761008e-06,4.557274458208426e-05,2.6851761199422634e-05,0.34667747109515173,0.28269788082158936,0.31468767595837055
YEM,Yemen,Tomatoes,8513.4,153769.56,18034.34,0.0024972026511473383,0.007759580074502322,0.0051283913628248304,0.6658872503633714,0.650659186103862,0.6582732182336166
ZAF,South Africa,Tomatoes,8089.2,528746.0,65410.27999999999,0.008586783450401696,0.00737294090946792,0.007979862179934807,0.7347466718648807,0.6469847131635152,0.690865692514198
ZMB,Zambia,Tomatoes,2674.6,25959.638,9706.460000000001,0.0004215819882454316,0.002437777253184851,0.0014296796207151413,0.5667068014072674,0.5674289232091086,0.567067862308188
ZWE,Zimbabwe,Tomatoes,17501.8,419308.862,25622.9,0.00680953500703243,0.015952101222534446,0.011380818114783437,0.7218172261026272,0.702470401327505,0.7121438137150662
